video_id,creator_id,archetype,niche_category,publish_date,video_length_mins,views,retention_rate,ctr,rpm,revenue
1014,2457,Consistent Volume Builders,Travel,2024-06-11,10.6,285,32.88,3.19,2.07,0.59
83004,1990,Consistent Volume Builders,Travel,2024-04-09,12.7,473,31.39,5.44,2.07,0.98
12864,2251,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-30,13.2,329,30.77,3.76,3.23,1.06
87046,2181,Consistent Volume Builders,Food & Cooking,2024-06-09,9.3,212,20.9,4.24,2.17,0.46
73253,442,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-06-12,18.0,3815,51.39,7.88,2.17,8.3
74850,2608,Consistent Volume Builders,Travel,2024-05-05,7.1,273,37.64,5.27,2.93,0.8
65870,2130,Consistent Volume Builders,Lifestyle,2024-06-22,2.3,934,32.04,5.17,1.04,0.97
65337,675,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-05-30,23.8,1584,55.62,3.45,1.87,2.96
107845,1758,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-05,11.7,446,37.19,4.77,2.12,0.95
40570,465,High-Retention Niche Specialists,Personal Finance,2024-05-13,6.6,380,63.86,5.07,0.64,0.24
41973,2629,Consistent Volume Builders,Lifestyle,2024-05-06,12.8,784,34.82,3.64,1.4,1.09
11778,2241,Consistent Volume Builders,Travel,2024-06-12,8.9,418,48.09,4.95,2.4,1.0
98539,1078,Viral Spike Chasers,Gaming,2024-04-09,10.9,6207,29.2,4.61,2.15,13.34
90185,1947,Consistent Volume Builders,Lifestyle,2024-04-11,12.4,195,40.74,5.73,1.62,0.32
56454,2652,Consistent Volume Builders,Lifestyle,2024-05-26,10.9,84,34.85,3.43,2.23,0.19
50181,959,High-Retention Niche Specialists,Personal Finance,2024-05-11,21.5,666,48.9,5.86,1.73,1.15
36225,283,Subscriber Giants,Gaming,2024-06-07,19.6,73245,47.86,5.8,3.49,255.88
94160,596,High-Retention Niche Specialists,Entertainment,2024-05-23,22.4,626,47.69,2.7,1.62,1.01
54948,114,Subscriber Giants,Gaming,2024-05-28,18.8,12623,42.4,7.88,3.67,46.31
79372,1971,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-07,14.8,255,43.61,2.45,2.71,0.69
84436,1647,Consistent Volume Builders,Travel,2024-06-26,13.3,1360,27.96,4.45,2.06,2.81
109286,379,High-Retention Niche Specialists,Entertainment,2024-04-02,26.1,529,52.05,3.68,0.83,0.44
55014,1242,Viral Spike Chasers,Lifestyle,2024-06-21,11.5,1798,26.44,8.94,1.48,2.66
86552,2174,Consistent Volume Builders,Food & Cooking,2024-06-27,9.4,127,41.14,3.84,2.22,0.28
67949,2402,Consistent Volume Builders,Personal Finance,2024-04-24,15.2,174,30.55,5.48,2.11,0.37
38077,2259,Consistent Volume Builders,Gaming,2024-05-19,13.7,666,36.95,3.93,4.51,3.0
55373,1376,Viral Spike Chasers,Lifestyle,2024-06-02,11.5,1607,19.83,10.0,3.37,5.41
105013,294,Subscriber Giants,Entertainment,2024-04-19,22.3,593,57.57,6.75,4.0,2.37
18541,1728,Consistent Volume Builders,Lifestyle,2024-04-29,14.2,126,28.62,5.22,2.35,0.3
35266,112,Subscriber Giants,Tech Deep-Dive Reviews,2024-04-03,12.6,17009,32.29,6.59,4.02,68.34
49471,2313,Consistent Volume Builders,Lifestyle,2024-04-29,7.0,148,35.46,4.51,3.24,0.48
2110,799,High-Retention Niche Specialists,Health & Fitness Coaching,2024-05-19,19.2,160,50.77,5.9,0.81,0.13
3745,2426,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-08,17.9,937,28.34,5.04,2.58,2.42
108824,1752,Consistent Volume Builders,Health & Fitness Coaching,2024-06-19,6.7,628,32.07,4.02,1.92,1.2
48874,2380,Consistent Volume Builders,Lifestyle,2024-04-04,11.2,457,31.75,4.3,3.78,1.73
63501,1051,Viral Spike Chasers,Entertainment,2024-06-09,9.6,1461,24.03,11.46,0.93,1.35
112577,1185,Viral Spike Chasers,Entertainment,2024-04-03,0.5,2005,16.1,5.92,2.08,4.18
10121,1765,Consistent Volume Builders,Travel,2024-05-19,15.2,342,26.57,4.53,2.79,0.95
66307,2581,Consistent Volume Builders,Travel,2024-04-26,13.7,438,43.48,4.8,0.76,0.33
29855,32,Subscriber Giants,Tech Deep-Dive Reviews,2024-06-16,13.4,9816,27.81,7.54,2.88,28.23
78527,1858,Consistent Volume Builders,Gaming,2024-05-05,13.2,135,20.37,4.73,2.7,0.37
40375,2006,Consistent Volume Builders,Personal Finance,2024-05-25,6.6,1382,44.72,2.92,3.37,4.65
10352,1511,Viral Spike Chasers,Lifestyle,2024-04-24,10.7,1359,18.92,7.73,3.54,4.81
51648,619,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-06-07,21.5,654,67.69,3.6,1.44,0.94
49930,1196,Viral Spike Chasers,Lifestyle,2024-06-10,13.0,277,25.46,8.79,1.41,0.39
52964,1089,Viral Spike Chasers,Gaming,2024-05-19,0.5,4180,24.87,6.38,2.46,10.27
97583,1932,Consistent Volume Builders,Food & Cooking,2024-06-16,5.2,234,26.79,3.91,2.19,0.51
36080,1653,Consistent Volume Builders,Travel,2024-06-11,15.2,957,24.57,4.84,1.91,1.82
52177,1245,Viral Spike Chasers,Lifestyle,2024-06-17,6.6,4230,15.15,11.95,1.81,7.66
53042,1625,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-18,7.3,300,26.61,4.26,2.51,0.75
38927,2072,Consistent Volume Builders,Food & Cooking,2024-04-24,6.7,187,33.37,6.74,3.09,0.58
105444,1154,Viral Spike Chasers,Gaming,2024-05-09,10.7,326,12.67,11.9,2.09,0.68
52085,2460,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-02,1.8,136,23.97,5.37,1.46,0.2
44158,3168,Emerging Dabblers,Lifestyle,2024-05-01,8.8,18,15.02,3.24,2.39,0.04
60213,2321,Consistent Volume Builders,Lifestyle,2024-06-02,5.6,272,33.59,6.01,1.4,0.38
11405,1806,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-03,6.7,791,20.42,4.53,3.58,2.83
47622,1555,Consistent Volume Builders,Travel,2024-05-16,6.9,321,39.83,5.07,3.71,1.19
80428,3734,Emerging Dabblers,Personal Finance,2024-05-12,10.7,328,22.39,4.39,1.45,0.48
11354,2239,Consistent Volume Builders,Food & Cooking,2024-04-29,9.0,116,34.74,6.86,1.93,0.22
104355,1735,Consistent Volume Builders,Travel,2024-05-11,11.5,1231,33.02,6.18,1.83,2.26
36436,1420,Viral Spike Chasers,Lifestyle,2024-05-21,10.6,4624,33.74,9.14,2.16,9.99
9455,2528,Consistent Volume Builders,Food & Cooking,2024-04-28,9.8,50,24.5,5.32,1.88,0.09
11691,175,Subscriber Giants,Gaming,2024-04-10,16.3,7053,28.4,7.07,4.45,31.35
110874,3074,Emerging Dabblers,Tech Deep-Dive Reviews,2024-04-22,7.9,143,14.64,2.95,2.65,0.38
16175,7,Subscriber Giants,DIY & Craft Tutorials,2024-04-18,11.3,12427,35.31,8.09,3.92,48.68
73660,905,High-Retention Niche Specialists,Education / Test Prep,2024-05-11,13.7,3870,45.37,5.87,2.18,8.43
22344,1963,Consistent Volume Builders,Personal Finance,2024-04-16,10.8,211,27.51,2.92,3.95,0.83
80867,2220,Consistent Volume Builders,Gaming,2024-05-09,5.5,1675,41.89,5.99,3.85,6.45
2260,2648,Consistent Volume Builders,Food & Cooking,2024-05-21,13.8,71,25.87,2.86,3.86,0.27
15658,2717,Consistent Volume Builders,Travel,2024-06-16,12.4,589,24.64,6.93,2.23,1.32
81534,2188,Consistent Volume Builders,Travel,2024-04-09,12.3,329,29.27,3.36,1.48,0.49
100494,2066,Consistent Volume Builders,Travel,2024-05-28,3.8,176,28.77,5.72,1.97,0.35
2318,1425,Viral Spike Chasers,Lifestyle,2024-05-30,9.5,2738,20.21,13.14,1.48,4.05
66160,3605,Emerging Dabblers,Food & Cooking,2024-04-08,12.6,10,11.88,3.18,0.85,0.01
64896,2463,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-04,8.18,114,37.62,2.87,3.13,0.36
73739,2309,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-19,4.0,299,32.43,4.6,2.91,0.87
63310,2508,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-19,7.1,379,38.2,4.2,3.56,1.35
88296,2143,Consistent Volume Builders,Travel,2024-05-27,12.1,757,39.62,5.13,1.34,1.01
50902,1819,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-27,13.1,212,24.19,3.32,2.57,0.55
45326,1272,Viral Spike Chasers,Gaming,2024-05-01,0.5,1247,16.25,8.9,2.76,3.44
31120,2635,Consistent Volume Builders,Education / Test Prep,2024-05-28,5.1,125,20.72,3.45,2.35,0.29
49240,2167,Consistent Volume Builders,Lifestyle,2024-04-13,15.0,764,31.13,5.33,1.96,1.5
50891,1819,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-11,8.1,164,34.2,3.84,3.64,0.6
45567,1566,Consistent Volume Builders,Entertainment,2024-06-27,5.9,255,27.57,5.25,2.42,0.62
17,556,High-Retention Niche Specialists,Health & Fitness Coaching,2024-05-28,6.3,979,47.14,4.34,1.54,1.51
13648,2172,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-10,16.5,195,40.07,3.89,3.08,0.6
30461,177,Subscriber Giants,Health & Fitness Coaching,2024-05-20,13.2,34790,39.73,3.53,3.81,132.43
4948,2554,Consistent Volume Builders,Entertainment,2024-05-31,11.9,411,28.48,4.83,2.95,1.21
45105,1845,Consistent Volume Builders,Food & Cooking,2024-05-01,12.1,134,37.64,7.21,3.77,0.51
22696,3580,Emerging Dabblers,Gaming,2024-05-22,17.6,495,22.0,2.93,0.93,0.46
86355,1936,Consistent Volume Builders,Health & Fitness Coaching,2024-06-12,6.4,251,29.75,5.83,1.58,0.4
78660,2244,Consistent Volume Builders,Entertainment,2024-05-15,4.8,475,29.85,2.81,4.41,2.09
46393,1233,Viral Spike Chasers,Personal Finance,2024-06-24,10.8,2008,26.7,6.05,2.24,4.51
84796,474,High-Retention Niche Specialists,Personal Finance,2024-06-04,12.1,2134,47.79,3.35,2.01,4.28
15112,2385,Consistent Volume Builders,Lifestyle,2024-04-19,7.1,85,23.99,5.59,2.4,0.2
44562,1892,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-04-01,6.8,144,36.1,5.05,2.59,0.37
18865,745,High-Retention Niche Specialists,Personal Finance,2024-06-09,19.8,2258,65.69,4.8,1.19,2.69
110968,1956,Consistent Volume Builders,Personal Finance,2024-06-20,13.2,737,39.42,3.6,2.26,1.67
55285,86,Subscriber Giants,Tech Deep-Dive Reviews,2024-06-23,15.4,21425,36.42,5.83,2.72,58.38
39375,2406,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-07,11.5,318,35.05,3.43,2.36,0.75
18166,1075,Viral Spike Chasers,Lifestyle,2024-05-16,12.4,436,25.48,5.41,2.73,1.19
36339,2113,Consistent Volume Builders,Travel,2024-05-31,13.9,166,19.01,3.68,3.15,0.52
36804,2247,Consistent Volume Builders,Personal Finance,2024-06-03,13.6,36,30.29,5.17,3.21,0.12
101834,470,High-Retention Niche Specialists,Personal Finance,2024-04-04,8.4,606,72.88,5.77,1.4,0.85
43882,2155,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-04-01,6.6,102,29.11,3.91,2.34,0.24
112349,1083,Viral Spike Chasers,Entertainment,2024-04-09,1.9,1760,25.31,6.97,2.12,3.73
2388,2360,Consistent Volume Builders,Travel,2024-06-23,9.1,476,36.41,6.28,1.24,0.59
96714,2266,Consistent Volume Builders,Food & Cooking,2024-04-03,13.9,124,26.61,3.89,3.14,0.39
5976,2666,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-03,10.2,78,25.08,4.08,3.37,0.26
3948,1430,Viral Spike Chasers,Lifestyle,2024-05-01,8.5,547,10.29,9.29,2.85,1.56
58223,287,Subscriber Giants,Health & Fitness Coaching,2024-05-13,23.2,9108,42.31,4.6,5.09,46.33
109198,2279,Consistent Volume Builders,Lifestyle,2024-06-04,7.3,1756,46.8,4.79,3.0,5.27
12237,228,Subscriber Giants,Personal Finance,2024-05-08,14.0,91686,34.66,5.91,6.09,558.53
62265,2588,Consistent Volume Builders,Lifestyle,2024-04-22,8.8,71,37.11,3.46,2.77,0.2
40963,2668,Consistent Volume Builders,Travel,2024-04-23,4.1,1077,37.78,2.38,2.46,2.64
28345,2253,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-22,11.3,46,21.5,3.12,2.02,0.09
53529,1405,Viral Spike Chasers,Education / Test Prep,2024-05-12,13.3,961,19.12,10.25,1.7,1.63
6447,2211,Consistent Volume Builders,Entertainment,2024-04-02,6.4,966,39.69,7.43,2.88,2.78
65280,1350,Viral Spike Chasers,Tech Deep-Dive Reviews,2024-05-10,9.9,9982,15.13,9.25,2.23,22.24
97825,1811,Consistent Volume Builders,Health & Fitness Coaching,2024-05-06,8.8,788,38.49,3.71,1.98,1.56
73354,1305,Viral Spike Chasers,Education / Test Prep,2024-06-02,8.7,4570,18.94,11.1,3.18,14.54
98351,1596,Consistent Volume Builders,Travel,2024-04-20,8.3,83,22.04,4.8,1.16,0.1
80510,1605,Consistent Volume Builders,Lifestyle,2024-04-18,9.9,433,40.78,4.57,3.15,1.37
43348,2026,Consistent Volume Builders,Lifestyle,2024-05-19,5.5,1202,36.74,5.9,3.27,3.93
56608,1059,Viral Spike Chasers,Entertainment,2024-05-03,6.9,2978,27.75,9.52,2.31,6.89
110746,3844,Emerging Dabblers,Health & Fitness Coaching,2024-05-05,21.0,155,16.23,1.83,2.15,0.33
100788,3636,Emerging Dabblers,Health & Fitness Coaching,2024-06-09,0.5,72,17.95,2.87,2.43,0.17
90803,2095,Consistent Volume Builders,Food & Cooking,2024-04-02,9.6,1666,32.26,4.64,2.23,3.71
9477,2528,Consistent Volume Builders,Food & Cooking,2024-05-24,11.1,109,29.1,4.15,2.41,0.26
37452,351,High-Retention Niche Specialists,Entertainment,2024-05-15,15.2,539,63.36,4.03,0.89,0.48
32197,2000,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-01,8.18,372,28.09,4.52,2.12,0.79
23604,558,High-Retention Niche Specialists,Health & Fitness Coaching,2024-05-11,13.3,995,44.33,8.86,0.99,0.98
74197,823,High-Retention Niche Specialists,Health & Fitness Coaching,2024-06-15,23.1,1129,38.49,8.35,1.61,1.82
66308,2581,Consistent Volume Builders,Travel,2024-04-29,10.1,263,34.19,4.98,1.25,0.33
31446,2527,Consistent Volume Builders,Travel,2024-06-07,4.7,571,26.52,4.38,2.68,1.53
91528,1532,Viral Spike Chasers,Entertainment,2024-05-16,6.0,3012,17.01,9.3,1.65,4.96
26026,666,High-Retention Niche Specialists,Education / Test Prep,2024-06-08,21.1,285,58.77,3.99,1.7,0.49
34636,1601,Consistent Volume Builders,Travel,2024-05-30,15.5,168,36.64,6.93,2.69,0.45
37971,463,High-Retention Niche Specialists,Education / Test Prep,2024-06-10,19.5,78,61.51,4.3,1.24,0.1
83041,3509,Emerging Dabblers,Education / Test Prep,2024-04-02,6.28,32,22.93,4.28,2.59,0.08
66210,2458,Consistent Volume Builders,Personal Finance,2024-05-14,11.8,236,19.95,2.66,1.96,0.46
30277,1072,Viral Spike Chasers,DIY & Craft Tutorials,2024-06-16,3.7,4331,17.03,11.19,1.58,6.85
33213,2831,Emerging Dabblers,Entertainment,2024-06-22,22.6,385,12.37,3.81,1.18,0.46
10912,2346,Consistent Volume Builders,Lifestyle,2024-05-21,3.3,207,32.22,4.76,3.66,0.76
19855,3874,Emerging Dabblers,Lifestyle,2024-06-14,4.6,21,10.91,2.37,1.8,0.04
63983,1411,Viral Spike Chasers,Entertainment,2024-05-14,0.5,1644,15.56,9.42,2.54,4.17
112621,2325,Consistent Volume Builders,Lifestyle,2024-05-06,14.3,330,16.23,3.86,3.29,1.08
35478,2029,Consistent Volume Builders,Food & Cooking,2024-05-30,8.2,165,42.96,4.6,2.84,0.47
42639,1832,Consistent Volume Builders,Health & Fitness Coaching,2024-06-10,5.3,273,38.48,2.82,2.08,0.57
82620,2591,Consistent Volume Builders,Lifestyle,2024-06-18,9.6,273,31.61,5.68,3.35,0.91
67708,2031,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-17,5.4,135,30.44,5.2,3.18,0.43
53258,1001,Viral Spike Chasers,Gaming,2024-05-21,0.7,1313,24.25,10.9,1.83,2.41
40286,2408,Consistent Volume Builders,Food & Cooking,2024-04-27,4.7,79,44.56,4.75,3.9,0.31
9192,3238,Emerging Dabblers,Personal Finance,2024-04-05,14.4,19,15.06,2.31,1.4,0.03
37785,1954,Consistent Volume Builders,Travel,2024-05-08,8.8,149,31.36,5.55,3.32,0.5
44380,2655,Consistent Volume Builders,Personal Finance,2024-04-18,0.5,156,33.16,6.05,2.6,0.4
40198,2228,Consistent Volume Builders,Lifestyle,2024-04-02,11.9,620,31.92,5.62,1.85,1.14
108282,871,High-Retention Niche Specialists,Education / Test Prep,2024-05-31,21.7,352,51.2,5.55,1.98,0.7
10697,2186,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-06,16.0,110,41.71,7.32,2.94,0.32
112392,475,High-Retention Niche Specialists,Personal Finance,2024-06-24,19.2,585,46.98,4.74,1.98,1.16
90608,968,High-Retention Niche Specialists,Education / Test Prep,2024-04-08,17.3,198,42.69,8.52,0.99,0.2
24467,1875,Consistent Volume Builders,Food & Cooking,2024-05-12,8.2,672,18.63,3.82,2.34,1.58
70071,1132,Viral Spike Chasers,Entertainment,2024-04-29,1.5,1399,16.54,9.26,3.38,4.73
52849,2698,Consistent Volume Builders,Education / Test Prep,2024-06-23,6.7,162,28.91,5.35,3.2,0.52
14586,2488,Consistent Volume Builders,Education / Test Prep,2024-05-06,8.4,106,22.05,3.38,3.01,0.32
32507,2016,Consistent Volume Builders,Food & Cooking,2024-05-17,8.3,537,38.31,5.5,3.08,1.65
17597,2376,Consistent Volume Builders,Travel,2024-05-01,8.3,86,23.02,5.96,2.5,0.21
69423,1166,Viral Spike Chasers,Lifestyle,2024-04-18,11.5,1313,25.06,8.25,3.36,4.42
87362,447,High-Retention Niche Specialists,Health & Fitness Coaching,2024-05-02,16.4,1265,62.22,4.52,0.69,0.88
97412,634,High-Retention Niche Specialists,Health & Fitness Coaching,2024-06-16,24.0,357,65.8,2.67,1.61,0.57
74053,2055,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-12,9.7,282,43.58,4.84,2.6,0.73
48712,1980,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-04-30,11.0,320,33.21,4.71,1.85,0.59
28755,679,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-06-12,16.8,5546,58.39,3.81,0.86,4.75
93897,76,Subscriber Giants,Tech Deep-Dive Reviews,2024-06-26,4.4,8154,43.98,5.44,3.66,29.83
72359,2716,Consistent Volume Builders,Entertainment,2024-04-23,12.5,44,23.4,2.7,2.72,0.12
71172,339,High-Retention Niche Specialists,Personal Finance,2024-04-20,14.9,463,29.83,4.44,0.97,0.45
76909,1935,Consistent Volume Builders,Lifestyle,2024-06-10,7.3,157,32.9,4.75,2.29,0.36
94888,1893,Consistent Volume Builders,Health & Fitness Coaching,2024-05-30,16.0,140,37.71,5.34,1.65,0.23
32090,548,High-Retention Niche Specialists,Gaming,2024-04-27,20.0,400,54.68,5.82,1.38,0.55
24255,1205,Viral Spike Chasers,Lifestyle,2024-04-11,6.6,764,26.94,9.2,2.61,2.0
3460,1745,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-05-29,14.2,903,21.07,6.19,3.57,3.23
102407,1885,Consistent Volume Builders,Lifestyle,2024-05-05,10.9,1050,21.52,2.87,3.02,3.17
28214,3765,Emerging Dabblers,Education / Test Prep,2024-05-06,7.4,181,19.48,2.36,2.43,0.44
89084,2153,Consistent Volume Builders,Lifestyle,2024-06-23,8.6,409,28.28,7.74,3.46,1.41
87987,268,Subscriber Giants,Travel,2024-06-08,19.9,35900,36.94,5.29,6.39,229.41
92663,1541,Consistent Volume Builders,Lifestyle,2024-05-26,6.4,40,37.88,4.74,2.25,0.09
77005,567,High-Retention Niche Specialists,Health & Fitness Coaching,2024-04-12,16.7,484,49.81,5.02,0.93,0.45
37086,1804,Consistent Volume Builders,Lifestyle,2024-04-24,9.3,107,29.02,3.65,3.17,0.34
81477,2138,Consistent Volume Builders,Travel,2024-05-07,6.7,306,29.96,4.63,2.35,0.72
83062,2363,Consistent Volume Builders,Food & Cooking,2024-04-21,18.1,877,21.73,4.45,2.58,2.26
71635,2699,Consistent Volume Builders,Travel,2024-04-01,11.6,1618,20.45,5.64,2.41,3.9
95349,754,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-05-21,9.7,1943,40.72,5.1,1.62,3.15
100656,3965,Emerging Dabblers,Health & Fitness Coaching,2024-05-03,19.5,16,10.42,5.28,0.67,0.01
8881,215,Subscriber Giants,Education / Test Prep,2024-05-15,13.9,8878,44.04,8.37,4.58,40.67
72023,3376,Emerging Dabblers,Education / Test Prep,2024-06-10,10.2,29,16.18,2.36,1.36,0.04
12353,1162,Viral Spike Chasers,Lifestyle,2024-05-05,0.5,2161,26.63,10.93,2.01,4.34
40552,995,High-Retention Niche Specialists,Tech Deep-Dive Reviews,2024-06-03,22.6,1652,55.11,4.81,1.01,1.67
10583,57,Subscriber Giants,Entertainment,2024-05-06,4.9,21106,54.28,9.34,4.27,90.17
105832,2161,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-08,10.7,1477,36.54,4.6,2.59,3.83
72240,2059,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-15,11.1,1151,28.92,5.13,3.32,3.82
14228,535,High-Retention Niche Specialists,Health & Fitness Coaching,2024-05-03,15.5,4593,47.8,5.56,1.23,5.63
9213,2477,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-02,12.9,173,36.38,4.44,1.99,0.34
2778,2296,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-29,6.6,1388,23.34,3.27,3.13,4.35
82655,243,Subscriber Giants,Gaming,2024-05-12,12.8,4918,33.23,5.76,4.52,22.21
104437,147,Subscriber Giants,Health & Fitness Coaching,2024-06-20,6.3,5318,53.16,9.22,5.38,28.63
55389,669,High-Retention Niche Specialists,Health & Fitness Coaching,2024-04-09,13.9,615,37.87,4.67,1.16,0.71
30787,1591,Consistent Volume Builders,Gaming,2024-05-15,6.1,66,27.41,5.24,3.1,0.2
3434,1745,Consistent Volume Builders,Tech Deep-Dive Reviews,2024-04-18,15.9,397,32.03,4.58,2.52,1.0
52720,2203,Consistent Volume Builders,Education / Test Prep,2024-05-06,11.7,345,30.94,4.69,3.36,1.16
30728,2633,Consistent Volume Builders,Travel,2024-05-30,6.9,245,28.45,7.69,3.38,0.83
112718,2434,Consistent Volume Builders,Travel,2024-05-12,9.2,153,30.25,6.33,2.31,0.35
1538,3250,Emerging Dabblers,Entertainment,2024-05-09,5.2,22,18.25,2.88,1.5,0.03
5117,1492,Viral Spike Chasers,Tech Deep-Dive Reviews,2024-06-12,5.6,2403,23.42,10.71,2.52,6.06
49200,720,High-Retention Niche Specialists,Education / Test Prep,2024-06-01,25.4,349,48.83,7.37,1.05,0.37
96382,2071,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-15,9.9,284,38.32,4.73,3.18,0.9
15800,204,Subscriber Giants,Gaming,2024-05-21,14.0,6292,27.36,5.7,2.65,16.67
50413,1610,Consistent Volume Builders,Lifestyle,2024-04-04,9.2,138,39.76,1.77,2.61,0.36
99478,2560,Consistent Volume Builders,Education / Test Prep,2024-06-29,5.0,381,35.84,4.93,2.53,0.96
85198,107,Subscriber Giants,Personal Finance,2024-05-25,18.6,4561,41.31,4.59,6.27,28.58
29921,2182,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-28,11.6,71,34.8,6.49,2.55,0.18
112088,1807,Consistent Volume Builders,Lifestyle,2024-05-24,7.2,909,39.2,5.26,2.04,1.85
51425,2690,Consistent Volume Builders,DIY & Craft Tutorials,2024-04-20,10.5,166,34.06,2.41,2.27,0.38
106563,2676,Consistent Volume Builders,Personal Finance,2024-05-10,8.9,121,26.26,6.59,2.1,0.25
40933,742,High-Retention Niche Specialists,DIY & Craft Tutorials,2024-04-01,19.4,921,41.21,4.64,1.07,0.99
75246,1702,Consistent Volume Builders,Lifestyle,2024-06-29,10.9,110,32.92,5.89,2.79,0.31
10470,2429,Consistent Volume Builders,Travel,2024-06-19,8.3,926,30.23,4.24,1.52,1.41
105420,1708,Consistent Volume Builders,Food & Cooking,2024-06-24,17.0,1518,16.61,5.36,3.01,4.57
30266,1072,Viral Spike Chasers,DIY & Craft Tutorials,2024-05-18,3.7,2406,9.98,9.4,2.51,6.03
57114,1743,Consistent Volume Builders,Food & Cooking,2024-04-25,13.4,157,25.5,5.28,2.87,0.45
53924,2624,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-16,8.68,436,32.59,5.68,3.07,1.34
64617,907,High-Retention Niche Specialists,Education / Test Prep,2024-05-05,17.2,789,56.98,5.69,1.31,1.03
45613,2099,Consistent Volume Builders,Lifestyle,2024-06-20,11.8,300,25.03,5.28,2.02,0.61
28085,2164,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-03,8.3,431,33.72,4.09,2.0,0.86
12815,184,Subscriber Giants,DIY & Craft Tutorials,2024-05-06,9.1,130328,44.03,5.68,5.45,710.75
99618,36,Subscriber Giants,Personal Finance,2024-04-30,18.6,15030,53.81,6.92,4.28,64.31
37653,2412,Consistent Volume Builders,Travel,2024-04-06,5.9,211,42.04,7.06,3.03,0.64
47582,2145,Consistent Volume Builders,Health & Fitness Coaching,2024-06-24,7.2,586,34.78,5.66,2.12,1.24
29759,1338,Viral Spike Chasers,Gaming,2024-05-08,0.5,2018,14.87,7.27,0.59,1.19
22697,3601,Emerging Dabblers,Food & Cooking,2024-04-07,3.3,29,21.38,3.07,1.72,0.05
70825,2606,Consistent Volume Builders,Lifestyle,2024-04-11,8.1,460,22.79,5.47,1.97,0.9
103380,2302,Consistent Volume Builders,Personal Finance,2024-06-17,8.9,222,27.94,4.34,2.62,0.58
91820,895,High-Retention Niche Specialists,Education / Test Prep,2024-04-11,15.3,819,39.44,7.78,1.41,1.15
21956,1898,Consistent Volume Builders,Travel,2024-05-26,10.8,3127,34.34,6.55,3.62,11.32
70500,2630,Consistent Volume Builders,Health & Fitness Coaching,2024-04-20,9.7,427,35.95,4.55,2.47,1.05
22126,2567,Consistent Volume Builders,Lifestyle,2024-04-03,10.3,3813,30.09,4.88,3.62,13.79
92367,1681,Consistent Volume Builders,Lifestyle,2024-04-26,1.7,184,32.04,3.4,1.8,0.33
108568,1571,Consistent Volume Builders,Food & Cooking,2024-04-30,11.5,83,14.13,5.24,2.87,0.24
2496,1117,Viral Spike Chasers,Education / Test Prep,2024-06-14,0.5,2961,11.97,5.61,3.54,10.5
51557,3310,Emerging Dabblers,DIY & Craft Tutorials,2024-06-14,19.9,365,14.06,4.26,1.6,0.59
54709,2526,Consistent Volume Builders,Lifestyle,2024-06-01,8.5,326,29.0,4.54,2.55,0.83
51587,1908,Consistent Volume Builders,Health & Fitness Coaching,2024-04-18,8.3,223,28.67,3.29,2.13,0.48
49786,1784,Consistent Volume Builders,Health & Fitness Coaching,2024-06-08,12.4,333,29.03,4.46,1.64,0.55
76522,2752,Consistent Volume Builders,DIY & Craft Tutorials,2024-06-06,14.1,55,44.45,4.22,2.65,0.15
81357,1829,Consistent Volume Builders,Lifestyle,2024-05-01,13.7,92,28.58,4.45,1.83,0.17
51202,2255,Consistent Volume Builders,DIY & Craft Tutorials,2024-05-07,5.5,285,35.96,5.92,2.6,0.74
