creator_id,archetype,niche_category,subscriber_count,channel_age_years,avg_retention_rate,avg_ctr,upload_freq_per_month,avg_video_length_mins,avg_video_len_std,rpm,monthly_views,revenue_90d
99,Subscriber Giants,Lifestyle,1990277,8.2,32.03,3.59,10.4,15.3,3.25,4.11,111698,1377.68
662,High-Retention Niche Specialists,Education / Test Prep,81974,3.3,51.89,4.16,4.9,18.3,1.78,1.35,4006,16.19
299,Subscriber Giants,Health & Fitness Coaching,575161,6.6,34.05,6.23,13.0,6.9,2.89,3.62,36126,392.26
2915,Emerging Dabblers,Health & Fitness Coaching,3733,1.0,22.93,3.89,3.7,9.4,5.97,1.81,576,3.13
2145,Consistent Volume Builders,Health & Fitness Coaching,30139,2.8,30.94,5.25,16.6,7.6,2.62,2.2,4615,30.45
261,Subscriber Giants,Gaming,1378562,7.7,39.88,4.9,8.3,22.0,0.39,4.0,97143,1165.01
3033,Emerging Dabblers,Travel,2226,1.5,26.45,3.6,2.8,17.1,6.34,2.34,270,1.9
2074,Consistent Volume Builders,DIY & Craft Tutorials,25573,2.1,24.62,4.65,21.0,9.9,1.91,1.54,1856,8.57
2748,Consistent Volume Builders,Lifestyle,"116,243",3.6,29.34,5.02,24.9,5.3,1.54,1.97,15400,90.93
1537,Consistent Volume Builders,Travel,"41,319",3.4,35.2,3.92,19.4,8.7,3.47,2.97,6009,53.58
2675,Consistent Volume Builders,Travel,"69,605",2.4,32.38,5.8,18.7,9.6,0.2,4.05,5437,66.09
3048,Emerging Dabblers,Education / Test Prep,758,0.5,19.22,3.56,4.1,8.6,2.0,2.38,40,0.29
632,High-Retention Niche Specialists,Lifestyle,40496,4.6,57.15,5.92,5.4,16.2,0.8,1.81,3069,16.68
2861,Emerging Dabblers,  Travel  ,793,1.6,14.87,2.96,2.6,17.7,8.23,1.86,131,0.73
1149,ViralSpikeChaser,Travel,"92,852",3.2,26.67,7.11,7.6,6.6,5.19,2.52,6447,48.82
2562, Consistent Volume Builders ,Tech Deep-Dive Reviews,113543,1.6,28.2,6.39,14.1,8.1,2.88,1.22,15991,$58.57
179, Subscriber Giants ,Personal Finance,1476761,5.6,43.58,6.48,12.3,17.3,1.68,4.91,239760,3534.18
3743,Emerging Dabblers,Education / Test Prep,"6,461",1.7,20.3,3.13,0.5,4.3,7.15,1.23,448,1.65
2268,Consistent Volume Builders,Travel,104987,4.3,34.47,5.65,11.1,10.0,1.25,,13208,105.52
1565,Consistent Volume Builders,Lifestyle,"35,509",1.0,34.2,4.54,19.1,10.6,1.96,1.61,3367,16.24
3477,Emerging Dabblers,Entertainment,644,0.2,19.62,2.67,1.6,17.7,7.76,2.45,122,0.9
1995,Consistent Volume Builders,DIY & Craft Tutorials,89220,3.1,28.5,5.05,17.1,9.1,2.06,3.11,12731,118.6
1361,Spike Chasers,Lifestyle,40000,2.3,27.09,7.32,11.8,5.3,3.14,2.57,3852,29.7
2374,Consistent Volume Builders,DIY & Craft Tutorials,132652,2.2,33.51,5.33,24.9,17.0,1.04,,23453,319.28
694,High-Retention Niche Specialists,Food & Cooking,138068,3.7,50.31,5.22,4.3,14.5,1.43,0.95,17740,50.54
2284,Volume Builders,Health & Fitness Coaching,58483,4.5,30.49,5.21,19.1,9.3,2.35,2.09,5511,34.56
972,High-Retention Niche Specialists,Personal_Finance,85962,5.3,50.1,5.47,7.3,22.3,1.37,1.27,5181,19.79
1678,Consistent Volume Builders,DIY & Craft Tutorials,34504,4.0,32.87,4.99,14.5,9.8,2.69,2.99,3388,30.35
55,Subscriber Giants,ENTERTAINMENT,1206082,4.6,35.35,6.53,14.6,16.5,1.82,3.83,54895,631.32
1383,Viral Spike Chasers,Travel,242554,3.4,19.51,7.79,9.1,5.9,5.69,2.18,13026,85.18
3233,Emerging Dabblers,Test Prep,1751,1.1,13.94,2.88,1.0,5.2,5.52,0.52,82,$0.13
1375,Viral Spike Chasers,Tech Deep-Dive Reviews,"304,218",1.8 years,17.18,7.19,3.8/month,6.5,4.72,2.05,32447,199.83
615,High-Retention Niche Specialists,Personal Finance,12136,3.8,52.52,5.09,3.2,26.4,1.34,1.03,971,2.99
871,High-Retention Niche Specialists,Education / Test Prep,45297,1.5,,6.14,6.6,23.8,1.81,1.79,4071,21.81
120,Subscriber Giants,Education / Test Prep,1377625,5.4,40.84,4.05,16.4,19.3,2.22,4.74,188734,2681.68
1264,Viral Spike Chasers,Travel,144547,2.9,27.58,9.24,6.3,2.8,6.82,1.38,11698,48.37
1754,Consistent Volume Builders,Travel,"112,150",1.7,33.94,6.16,18.1,6.2,3.22,1.95,8945,52.45
903,High-Retention Niche Specialists,Food & Cooking,8432,2.8,,4.46,6.8,24.2,1.78,1.09,1469,4.79
1169,Viral Spike Chasers,entertain.,394409,38 months,26.63,7.15,6.9,5.7,6.71,2.47,22677,168.02
893,High-Retention Niche Specialists,Tech Deep-Dive Reviews,50307,3.6,55.9,5.78,5.5,27.5,1.48,1.21,4685,17.05
3986,Emerging Dabblers,Tech Deep-Dive Reviews,3067,1.2,20.45,2.42,3.2,3.3,5.93,1.83,607,3.33
1843,Consistent Volume Builders,Lifestyle,21791,4.0,30.2,3.94,24.5/month,6.4,3.19,2.97,1546,13.79
2881,Emerging Dabblers,DIY & Craft Tutorials,4265,1.3,17.52,1.52,4.5,16.9,3.12,1.74,672,3.51
2893,Emerging Dabblers,Travel,159,1.2,,4.05,1.0,11.9,5.32,2.24,19,0.13
1655,Consistent Volume Builders,Lifestyle,64383,3.0,30.53,3.87,20.1,7.2,1.47,3.82,10058,115.25
3563,Emerging Dabblers,Travel,307,1.4,24.0,,0.5,4.5,4.12,2.05,50,0.31
3337,Emerging Dabblers,Lifestyle,559,1.0,20.09,2.83,3.7,11.3,6.9,1.92,66,0.38
95,Subscriber Giants,Gaming,598599,5.2,38.17,5.71,15.6,15.8,2.26,,47691,642.5
2755,Emerging Dabblers,Health & Fitness Coaching,2960,1.3,20.09,3.2,2.2,12.2,3.06,1.51,214,0.97
2487,Consistent Volume Builders,Gaming,47704,0.9,28.18,5.75,23.2,9.2,2.2,2.27,1923,13.1
3699,Emerging Dabblers,Gaming,249,1.6,17.65,3.63,0.5,7.7,6.71,1.59,23,0.11
2737,consistent volume builders,Travel,18019,1.7,27.89,4.66,21.3,12.1,0.2,2.37,2163,15.38
2184,consistent volume builders,Entertainment,56035,3.5,39.09,6.33,18.1,8.1,2.18,3.37,6431,$65.11
472,High-Retention Niche Specialists,Travel,17472,4.3,54.01,4.47,5.7,26.1,0.44,1.32,2776,10.97
739,High-Retention Niche Specialists,education/testprep,11881,3.7,56.3,,6.6,18.3,1.89,1.16,1567,$5.44
3017,Emerging Dabblers,tech deep dive,309,1.9,19.84,2.91,0.5,3.9,5.19,2.69,22,0.18
2086,Consistent Volume Builders,DIY/Crafts,35086,4.6,28.65,6.25,22.7,10.4,3.48,2.82,4328,36.65
1714,Consistent Volume Builders,Travel,150192,1.9,32.47,5.14,16.7,15.5,2.78,3.14,8096,76.33
3795, Emerging Dabblers ,Tech Deep-Dive Reviews,"1,498",0.3,20.89,1.38,0.7,3.9,6.63,0.3,119,0.11
2626,Consistent Volume Builders,Food & Cooking,111122,2.8,33.17,5.49,19.9,10.0,0.62,3.51,11915,125.32
2882,Emerging Dabblers,Education / Test Prep,3134,2.6,20.46,4.16,2.6,19.6,4.4,,436,2.62
3364,Emerging Dabblers,Education / Test Prep,1172,0.2,130.5,3.4,0.5,26.5,5.44,1.11,51,0.17
324,High-Retention Niche Specialists,game content,87465,4.1,50.19,,5.0,17.8,1.99,,17143,59.66
863, High-Retention Niche Specialists ,Education / Test Prep,93192,1.9,54.78,4.7,4.5,15.3,1.02,1.47,17672,78.14
1992,Consistent Volume Builders,Lifestyle,40227,2.0,33.34,3.76,23.2,9.4,3.21,3.2,2802,26.91
3036,Emerging Dabblers,DIY & Craft Tutorials,1456,0.2,18.59,4.81,0.7,12.6,2.37,,104,0.13
2692,Consistent Volume Builders,  Travel  ,47969,0.8,34.77,4.99,17.1,15.1,2.42,2.06,6409,$39.66
2232,Consistent Volume Builders,DIY & Craft Tutorials,53803,0.7,32.45,3.53,18.8,12.0,1.97,3.06,5575,51.12
550,High-Retention Niche Specialists,Health & Fitness Coaching,11017,4.7,48.34,,3.9,5.0,1.97,0.9,643,1.74
938,High-Retention Niche Specialists,Education / Test Prep,77062,0.8,53.69,5.17,5.1,21.8,1.48,2.03,9209,56.16
1229,Viral Spike Chasers,Travel,135628,2.7,14.52,9.49,8.7,3.3,4.74,1.77,5540,29.44
3290,Emerging Dabblers,Lifestyle,218,1.6,22.64,3.58,3.2,14.2,4.21,1.18,39,0.14
628,High-Retention Niche Specialists,Education / Test Prep,100798,2.7,54.85,4.0,7.4,17.0,0.94,1.42,17168,73.25
3264,Emerging Dabblers,Travel,213,1.7,16.61,2.81,2.2,20.1,4.33,1.05,23,$0.07
2028,Consistent Volume Builders,Travel,15000,3.2,,5.02,12.4,8.6,2.4,2.83,2621,22.29
847,High-Retention Niche Specialists,Personal Finance,35645,3.0,51.48,5.61,6.9,15.7,2.51,1.08,3555,11.52
717, High-Retention Niche Specialists ,DIY & Craft Tutorials,38263,3.8,58.01,4.46,5.1,15.6,0.53,1.26,2547,9.64
3297,Emerging Dabblers,DIY & Craft Tutorials,2656,0.8,6.86,2.68,2.6,1.2,3.29,2.77,151,$1.25
2526,Consistent Volume Builders,Lifestyle,62151,5.0,27.76,4.32,20.0/month,8.2,2.56,3.03,9077,82.52
127,Subscriber Giants,Gaming,3671095,7.7,35.76,6.11,10.6,13.9,1.96,3.88,611378,7107.9
990,High-Retention Niche Specialists,Personal Finance,8826,3.1,51.86,4.72,6.3,10.7,1.62,1.82,1518,8.3
2469, Consistent Volume Builders ,PERSONAL FINANCE,30813,2.5,28.79,4.23,16.0,4.4,2.54,2.56,1919,14.71
1744,Consistent Volume Builders,Personal Finance,45265,1.8,33.93,4.07,23.1,11.6,2.59,1.96,5710,33.53
3574,Emerging Dabblers,Crafts,459,0.2,17.68,3.17,1.6,14.6,2.18,2.28,64,$0.44
735,High-Retention Niche Specialists,  Health & Fitness Coaching  ,20254,4.2,58.46,4.41,6.6,15.2,1.27,1.22,3235,11.88
3634,Emerging Dabblers,Travel,366,3.0,24.37,3.88,1.0,11.9,6.05,2.54,19,0.14
2334,Consistent Volume Builders,Travel,148264,3.8,22.56,4.64,23.2,16.6,1.54,2.72,6894,56.2
3415,Emerging Dabblers,Food & Cooking,610,1.6,23.44,1.0,1.0,16.5,7.85,1.6,66,0.32
3673,Emerging Dabblers,Personal Finance,2100,1.3,21.05,2.97,0.8,11.8,7.02,0.85,202,0.52
832,High-Retention Niche Specialists,Personal Finance,26060,3.0,54.2,6.14,5.5,21.7,1.78,1.86,3537,19.7
2661,Consistent Volume Builders,Gaming,"31,033",2.5,31.77,5.71,18.8,7.7,3.21,1.18,5715,20.31
1328,Viral Spike Chasers,DIY & Craft Tutorials,40000,1.7 years,9.11,9.81,8.5,6.7,0.2,2.62,7667,60.25
1479,Viral Spike Chasers,Lifestyle,211444,1.9,20.18,9.42,9.9,5.9,3.81,2.47,16546,122.38
2781,Emerging Dabblers,Food & Cooking,1053,1.8 years,29.01,3.47,1.4,19.9,7.11,1.32,101,0.4
3792,Emerging Dabblers,Travel,950,0.2,20.63,1.92,2.3,18.5,6.25,1.62,123,0.6
2440,Consistent Volume Builders,Travel,45361,2.4,,5.19,12.9,10.3,1.92,3.76,7632,86.16
1746,Consistent Volume Builders,Food & Cooking,27241,3.0,33.71,4.62,17.8,6.7,1.43,3.63,4460,48.58
3245,Emerging Dabblers,Lifestyle,2763,1.5,19.95,,0.5,11.0,5.24,1.59,388,1.86
1192,Viral Spike Chasers,  Personal Finance  ,233267,3.3,13.42,9.46,12.8,7.3,3.04,0.92,12884,35.5
234,Subscriber Giants,Gaming,3165435,5.1,37.98,6.57,10.9,16.3,2.2,3.89,324280,3784.69
2167,Consistent Volume Builders,Lifestyle,48761,5.1,32.11,4.91,20.1,12.9,1.66,2.62,7204,56.55
2549,Consistent Volume Builders,Health & Fitness Coaching,41544,2.6,32.63,4.85,17.7,7.2,3.59,2.3,6410,44.19
3442,Emerging Dabblers,DIY & Craft Tutorials,971,2.3,12.52,2.24,2.8,10.8,4.45,1.14,151,0.52
2912,Emerging Dabblers,Food & Cooking,267,1.7,25.58,3.67,3.1,7.6,13.18,1.06,51,0.16
3283,Emerging Dabblers,Lifestyle,1219,2.6,18.81,0.81,2.7,1.9,5.37,0.6,85,0.15
975,High-Retention Niche Specialists,Education / Test Prep,42286,2.7,59.52,5.41,6.4,24.3,1.3,1.6,1765,8.45
1424,Viral Spike Chasers,  entertain.  ,111916,3.0,,7.8,5.6,7.2,6.43,2.85,11241,96.22
1549,Consistent Volume Builders,Lifestyle,30107,3.1,31.47,4.14,20.2,6.1,2.49,3.19,1339,12.81
641,High-Retention Niche Specialists,Entertainment,11237,4.1,51.13,5.0,6.0,21.3,1.82,1.44,512,2.21
2261,Consistent Volume Builders,Food & Cooking,"69,967",3.3,32.06,5.87,14.1,11.2,1.71,2.18,13963,91.13
1431,Viral Spike Chasers,Personal Finance,513680,3.0,18.41,8.23,9.0,6.2,4.33,1.67,25133,126.05
1172,Viral Spike Chasers,Entertainment,82861,2.0,27.07,8.5,8.1,4.7,3.69,1.52,16309,74.41
2913,Emerging Dabblers,Gaming,983,0.5,10.23,3.74,1.7,8.3,7.33,2.0,46,0.28
3569,Emerging Dabblers,Life Style,7604,1.8,23.49,2.6,2.1,13.7,6.99,0.89,429,1.15
1167,Viral Spike Chasers,Life Style,"105,702",2.5,14.47,6.91,10.3,6.3,2.09,2.04,19455,118.78
1945,Consistent Volume Builders,DIY & Craft Tutorials,0,4.0,31.3,6.21,20.3,11.7,1.59,2.9,2887,25.15
205,Subscriber Giants,food and cooking,500000,8.2,41.71,7.44,17.2,13.6,1.45,,78530,"$1,006.54"
3120,Emerging Dabblers,Food & Cooking,1808,1.2,14.36,4.15,3.7,13.4,4.74,1.89,201,1.14
1777,Consistent Volume Builders,DIY & Craft Tutorials,57258,2.7,36.53,4.8,18.1,6.2,1.59,2.38,9188,65.51
1645,Consistent Volume Builders,Health & Fitness Coaching,106254,2.0 yrs,30.5,5.95,13.2,2.7,1.21,1.12,20814,69.85
3346,Emerging Dabblers,Travel,1189,0.2,15.24,2.45,1.3,11.5,5.18,1.35,114,0.46
2683,Consistent Builders,Health & Fitness Coaching,24769,1.5,31.38,5.08,14.8,2.5,3.17,2.95,1523,13.47
197,Subscriber Giants,DIY & Craft Tutorials,2289821,5.7,36.18,5.57,9.9,13.4,4.21,4.72,310602,4402.37
584,High-Retention Niche Specialists,Education / Test Prep,27058,5.0,56.91,5.3,5.1,14.4,0.84,1.35,3635,14.76
2389,Consistent Volume Builders,DIY & Craft Tutorials,"69,477",0.7,28.01,4.27,14.5,14.4,0.31,2.95,10660,$94.43
1987,Consistent Volume Builders,Tech Deep-Dive Reviews,103513,2.3,33.04,5.99,20.1,8.5,1.62,3.07,7294,67.16
1700,Consistent Volume Builders,Lifestyle,155133,1.9,32.97,6.04,24.9,7.9,2.66,3.37,28371,286.74
2655,Consistent Volume Builders,Personal Finance,32042,2.5,30.76,4.37,22.6,4.0,2.01,2.49,3174,23.7
3108,Emerging Dabblers,education/testprep,642,0.6,17.19,2.24,0.5,17.8,6.55,1.75,50,0.26
1587,Consistent Builders,DIY & Craft Tutorials,208325,2.7,32.77,6.22,17.6,11.1,2.28,2.41,26716,193.42
29,subscriber giants,Personal Finance,2005179,8.5,,7.93,11.9,11.6,1.52,3.86,278370,3220.47
675,High-Retention Niche Specialists,Tech Deep-Dive Reviews,68261,2.5,53.76,4.42,6.1,25.5,1.09,1.73,12664,$65.84
1543,Consistent Volume Builders,Food & Cooking,50497,3.5,33.42,5.17,21.4,17.5,2.68,3.12,9550,89.44
608,High-Retention Niche Specialists,Personal Finance,35749,1.6,57.47,,6.2,10.6,1.17,0.53,2829,4.5
3195,Emerging Dabblers,Food & Cooking,3198,0.2,26.06,2.56,2.5,4.4,8.59,2.26,303,2.05
874,high-retention niche specialists,personal finance,58632,2.5,45.63,6.14,5.6,21.6,1.64,0.78,3557,8.37
1581,Consistent Volume Builders,DIY & Craft Tutorials,25605,2.2,,4.65,13.3,13.8,2.51,3.37,3849,38.91
371,High-Retention Niche Specialists,Personal Finance,42780,2.6,54.53,4.77,5.2,20.9,0.23,1.48,1928,8.59
1555,Consistent Volume Builders,Travel Vlogs,79107,4.6,38.99,4.57,19.6,12.5,2.16,2.73,8136,66.56
2408,Consistent Volume Builders,Food & Cooking,19766,3.1,37.03,4.51,17.9,5.2,1.62,4.2,1274,$16.04
1268,Viral Spike Chasers,Gaming,111372,2.1,19.62,9.98,9.0,9.7,3.21,2.85,20964,179.11
1980,Consistent Volume Builders,Tech Deep-Dive Reviews,"43,224",2.8,33.0,5.06,18.0,13.2,2.3,1.97,6018,35.5
172,Subscriber Giants,Education / Test Prep,2044033,2.3,41.31,5.97,9.6,14.1,2.47,3.69,312687,3460.74
3275,Emerging Dabblers,Personal Finance,"2,312",0.3,18.13,2.94,1.8,6.1,8.04,1.29,321,1.25
2046,Consistent Volume Builders,Lifestyle,77735,3.4,33.25,5.09,20.6,9.8,0.2,2.12,8358,53.08
899,High-Retention Niche Specialists,Education / Test Prep,250000,3.3,49.88,5.15,7.1,17.8,1.49,1.23,10050,37.2
1210,Viral Spike Chasers,Fitness,245984,1.9,19.54,9.89,4.9,1.0,4.09,2.15,17904,115.65
1999,Consistent Volume Builders,DIY & Craft Tutorials,213656,1.7,28.79,4.05,16.8,10.1,1.36,2.07,15280,95.1
1495,Viral Spike Chasers,Entertainment,253847,3.4 yrs,27.67,9.12,10.2,7.8,6.6,1.81,22411,121.63
1355,Viral Spike Chasers,Gaming,108045,1.4,21.08,7.66,11.8,9.6,4.44,1.82,14462,78.78
2065,Consistent Volume Builders,Lifestyle,198779,2.5,33.76,5.06,20.8,6.9,2.23,3.24,37689,366.72
1571, Consistent Volume Builders ,Food & Cooking,"22,582",2.9,26.61,5.32,15.6,13.0,1.53,2.73,1772,14.52
3225,Emerging Dabblers,Food & Cooking,3431,0.6,17.89,2.94,1.6,16.0,4.17,1.07,351,1.13
734,high-retention niche specialists,Lifestyle,11427,3.2,57.57,4.08,5.9,13.1,1.38,0.7,2040,4.28
86,Subscriber Giants,Tech Deep-Dive Reviews,2092729,5.4,39.73,6.81,12.9,15.1,2.55,3.34,376789,3772.99
10,Subscriber Giants,Entertainment,967629,76 months,37.84,3.97,10.9,13.8,0.91,5.44,77340,1261.65
1557,Consistent Volume Builders,DIY & Craft Tutorials,57146,3.5,33.68,5.37,16.9,10.2,3.19,2.69,6140,49.63
1437,Viral Spike Chasers,Lifestyle,100875,2.7,,8.84,9.1,6.4,3.62,1.95,13153,77.1
2929,Emerging Dabblers,  Entertainment  ,12000,0.5,21.44,4.93,2.8,1.0,4.49,1.39,1567,6.55
3592,Emerging Dabblers,Education / Test Prep,1066,1.7,13.49,2.25,1.9,16.1,5.94,2.27,60,0.41
1905,Consistent Volume Builders,DIY & Craft Tutorials,105855,2.3,27.6,5.25,21.1,10.9,0.91,2.06,11988,74.02
2731,Consistent Volume Builders,Personal Finance,220000,4.4,35.07,5.27,20.2,7.9,0.92,2.82,38869,329.36
270,Subscriber Giants,entertain.,1581215,4.7,33.5,6.14,10.0,19.2,2.27,4.03,74116,897.01
2803,Emerging Dabblers,Gaming,7738,1.5,,3.54,1.2,10.8,4.05,1.38,1322,$5.45
964,High-Retention Niche Specialists,Tech Deep-Dive Reviews,85843,2.1,57.31,4.12,5.4,14.2,0.96,1.29,9422,36.6
2288,Consistent Volume Builders,DIY & Craft Tutorials,58193,4.0,33.61,5.83,15.1,7.9,1.3,1.61,5282,25.5
3104,Emerging Dabblers,Entertainment,592,1.0,26.86,4.37,3.3,8.4,3.95,1.53,117,0.54
1742,Consistent Volume Builders,Food & Cooking,39853,2.7 yrs,33.13,4.1,22.9,5.3,2.72,2.44,6353,46.55
3112,Emerging Dabblers,Food/Cook,458,1.4,18.56,3.34,3.7,10.0,4.24,1.91,27,0.16
3752,Emerging Dabblers,DIY & Craft Tutorials,166,1.0,20.07,3.06,2.5,7.9,3.11,2.05,10,0.06
118,Subscriber Giants,DIY & Craft Tutorials,1601153,4.6,40.47,7.41,19.3,15.5,2.86,3.21,135321,1303.87
2388,Consistent Volume Builders,gaming,37357,2.8,34.48,4.74,18.1,9.5,1.59,3.0,4419,39.77
1065,Viral Spike Chasers,Entertainment,80353,2.1,23.65,12.84,6.2,4.0,5.12,2.51,7407,55.77
1533,Viral Spike Chasers,Entertainment,152964,2.0,25.01,9.39,7.3,7.3,4.22,2.07,29798,$184.85
441,High-Retention Niche Specialists,Health & Fitness Coaching,30392,5.0,,6.46,4.5,14.0,1.61,1.24,5656,20.96
635,High-Retention Niche Specialists,Health & Fitness Coaching,250000,3.8,59.78,6.06,4.7,19.4,1.04,1.5,18577,83.49
1784,Consistent Volume Builders,Health & Fitness Coaching,74651,5.2,34.77,4.33,17.3,12.4,2.35,1.68,8820,44.32
1705,Consistent Volume Builders,Travel,53139,1.1,,5.33,9.0,12.8,2.75,2.14,6643,42.65
3303,Emerging Dabblers,Health & Fitness Coaching,549,2.0,19.35,3.61,3.3,8.7,3.98,0.56,76,0.13
3758,Emerging Dabblers,Food & Cooking,1233,1.1,17.55,4.55,1.1,6.4,8.5,1.74,180,0.94
3926,Emerging Dabblers,Travel,3689,1.2,17.0,3.7,1.9,1.0,3.49,2.39,439,3.15
1951,Consistent Volume Builders,DIY & Craft Tutorials,64723,1.3,26.04,4.85,23.4,6.7,1.18,1.89,10050,56.9
3604,Dabblers,Fin,965,2.0 years,25.69,4.64,1.4,22.7,4.64,2.09,154,0.97
162,Subscriber Giants,Fin,1041510,4.5,39.53,6.37,13.5,16.1,1.1,3.98,65205,779.03
348,High-Retention Niche Specialists,Tech Reviews,111885,1.2,58.88,6.84,4.4,18.1,1.08,0.96,8273,23.83
3923,Emerging Dabblers,Entertainment,350,0.9,26.57,3.04,0.5,8.9,2.91,2.34,36,0.25
1160,Viral Spike Chasers,Entertainment,435704,1.1,17.18,8.35,9.0,7.4,4.5,2.05,28282,173.66
2158,Consistent Volume Builders,TRAVEL,41185,3.1,30.86,3.78,16.7,8.6,3.53,1.97,2693,15.9
2326,Consistent Volume Builders,Lifestyle,140074,4.5,28.44,4.92,21.1,8.4,1.91,3.01,13513,122.12
3901,Emerging Dabblers,Health & Fitness Coaching,0,0.8,15.61,3.28,2.9,1.0,5.91,,52,0.3
3358,Emerging Dabblers,Tech Deep-Dive Reviews,544,1.2,17.39,4.66,2.0,12.0,2.52,1.78,64,$0.34
3730,Emerging Dabblers,Crafts,1635,2.1,18.9,3.2,2.2,11.2,6.22,3.78,323,3.67
3814, Emerging Dabblers ,Personal Finance,1621,0.6,20.99,2.24,1.5,2.5,5.48,1.61,172,0.83
925,High-Retention Niche Specialists,Education / Test Prep,22821,2.2,50.35,5.49,5.3,22.0,1.02,1.45,2946,12.85
291,Subscriber Giants,Education / Test Prep,1367652,4.6,44.44,7.19,14.2,10.3,1.86,5.34,95437,1529.17
2706,Consistent Volume Builders,DIY & Craft Tutorials,49693,1.7,37.86,3.28,16.0,9.4,1.74,2.29,6143,42.29
1982,Consistent Volume Builders,Food,61643,2.8,32.98,5.44,17.6,8.4,2.84,2.92,4715,41.36
2684,Consistent Volume Builders,Travel,220000,1.7,26.46,4.12,21.5,9.0,2.9,2.25,20930,141.02
3138,Emerging Dabblers,Gaming,534,1.9,19.09,3.48,0.5,28.1,4.62,1.06,99,0.31
2121,Consistent Volume Builders,Health & Fitness Coaching,41725,44 months,34.44,4.92,17.0,9.4,1.85,3.08,5310,49.05
1067,Viral Spike Chasers,Tech Deep-Dive Reviews,295634,3.2,24.09,7.78,7.4,2.8,6.44,2.82,39884,337.12
2641,Consistent Volume Builders,Food & Cooking,15000,2.1,30.08,4.91,21.9,13.3,1.66,1.41,801,3.4
2579,Consistent Volume Builders,Travel,32594,3.1,39.6,3.21,26.8,11.9,1.24,2.82,4129,34.95
2889,Emerging Dabblers,  Food & Cooking  ,565,1.5,,1.53,1.9,4.9,6.41,1.29,72,0.28
1337,Viral Spike Chasers,Tech Deep-Dive Reviews,228569,2.9,31.11,8.62,11.2,3.6,3.3,1.91,39095,224.53
1898,Consistent Volume Builders,TRAVEL,220000,2.8,32.95,5.21,17.9,12.8,1.65,3.35,33690,339.03
2743,Consistent Volume Builders,  Travel  ,220000,1.9,28.68,4.87,15.3,5.1,0.94,2.46,12397,91.44
3647,Emerging Dabblers,Fitness,442,1.6,,3.59,0.5,20.8,1.83,1.89,57,0.32
2513,Consistent Volume Builders,  Travel  ,56675,3.8,29.35,3.31,17.4,13.3,1.09,3.09,3433,31.82
459,High-Retention Niche Specialists,DIY & Craft Tutorials,"94,737",2.9,55.53,2.87,4.9,5.6,1.14,,18083,29.66
1208,Viral Spike Chasers,Gaming,62493,2.6,21.91,9.3,9.7,8.1,5.68,2.15,2653,17.13
188,Subscriber Giants,Entertainment,781362,5.8,31.97,5.46,11.3,13.7,2.81,3.43,43449,446.53
3272,Emerging Dabblers,Personal Finance,585,1.1,20.71,3.58,0.5,12.5,8.99,1.11,48,0.16
3508,Emerging Dabblers,gaming,6594,0.3,15.62,3.17,1.4,10.2,6.51,1.94,1295,7.55
3187,Emerging Dabblers,Travel,177,0.6,16.54,6.0,0.5,11.4,7.57,2.44,7,0.05
1558,Consistent Volume Builders,Food & Cooking,74551,2.9,30.47,5.04,20.1,14.1,2.11,,12494,85.13
345,High-Retention Niche Specialists,Education / Test Prep,28428,2.1,60.13,4.22,6.9,18.9,0.87,1.93,1486,8.62
3107,Emerging Dabblers,Tech Deep-Dive Reviews,203,0.4,17.42,2.68,3.5,16.6,6.67,2.03,36,0.22
673,High-Retention Niche Specialists,Health & Fitness Coaching,14423,2.3,54.56,4.22,5.4,14.3,1.6,1.06,1467,4.67
3055,Emerging Dabblers,DIY & Craft Tutorials,"2,407",0.4,22.69,,2.0,9.0,2.03,2.18,417,2.72
2352,Consistent Volume Builders,Travel,92744,3.3,28.85,4.71,22.5,7.9,1.01,1.87,6753,37.82
3865,Emerging Dabblers,Entertainment,6988,1.3,22.74,3.19,1.6,5.4,5.94,1.63,986,4.82
3891,Emerging Dabblers,Education / Test Prep,2301,1.7,16.96,3.88,2.9,11.1,5.49,2.49,310,2.32
1508,Viral Spike Chasers,Lifestyle,"77,754",3.1,26.06,8.85,8.9,14.1,4.72,2.32,14576,101.42
171,Subscriber Giants,tech deep dive,1084608,4.1,39.11,4.13,7.9,17.9,2.41,5.83,214381,3751.55
1178,Viral Spike Chasers,Lifestyle,163408,1.8,18.09,7.93,7.6,6.8,5.01,0.97,24114,70.52
621,High-Retention Niche Specialists,Health & Fitness Coaching,8000,1.9,56.3,5.34,4.4,15.4,1.08,1.63,1243,6.06
1535,Viral Spike Chasers,Health & Fitness Coaching,186026,3.2,14.15,10.63,7.5,4.6,3.4,1.17,34357,121.11
3805,Emerging Dabblers,Entertainment,1748,0.4,17.35,3.75,2.7,13.2,3.65,1.46,273,1.2
3251,Emerging Dabblers,DIY & Craft Tutorials,12000,0.2,20.83,3.32,2.2,20.4,6.09,2.83,612,5.2
2835,Emerging Dabblers,Personal Finance,2304,0.2,10.28,2.39,4.0,13.3,7.33,0.87,380,0.99
403,High-Retention Niche Specialists,Education / Test Prep,48166,1.8,113.5,5.98,7.6,21.0,1.17,1.21,3052,11.09
2876,Emerging Dabblers,Gaming,379,1.3,19.1,3.66,1.6,8.8,6.9,1.49,74,0.33
1294,Viral Spike Chasers,Travel,51218,3.7,12.44,6.86,3.5,4.2,4.13,1.69,3688,18.68
